patente;tipo;bloqueante;veredicto;fecha_correcta;tiene_la_base;calza;evidencia
TTPC-47;analisis_gases;;ILEGIBLE;;Sun Jan 10;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TTPC-47;cert_cabina;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"Santiago, 05 de noviembre de 2025 | CERTIFICADO | VALIDACIONES ESPECIALES"
TTPC-47;gps;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"27 de noviembre del 2024 | CERTIFICADO DE SERVICIO GPS | Mediante el presente, se certifica que el cliente Pillado y Compañía Limitada RUT"
TTPC-47;inscripcion_rnvm;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TTPC-47;laminas_seguridad;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TTPC-47;mantencion;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TTPC-47;operatividad;;NO DECLARA;SIN VENCIMIENTO;Tue Jul 13;si;"Código de verificación | 445626cb-379a-4c05-b7e5-e42a78059759 | 13 de julio del 2026"
TTPC-47;otra;;ILEGIBLE;;Sun Jan 10;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TTPC-47;permiso_circulacion;SI;DECLARA;2026-09-30;Wed Sep 30;NO;"LA HIGUERA 2025 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 30/09/2026 TT-PC47-2"
TTPC-47;revision_tecnica;SI;ILEGIBLE;;Sun Jan 10;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
TTPC-47;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783721-1 Póliza N°"
TTPC-47;soap;SI;NO DECLARA;SIN VENCIMIENTO;Wed Sep 30;si;"IMPORTANTE INFORMACION SOBRE ESTE SEGURO COBERTURA : El SOAP cubre la muerte, En el caso de incapacidad permanente parcial, los pagos por gastos médicos sumados"
TTPC-47;torque_ruedas;;ILEGIBLE;;Thu Dec 31;;"El PDF no tiene texto: es un escaneo. Hay que abrirlo y leerlo a ojo."
VRST-19;barra_antivuelco;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"LSFAM11A0TA042861"
VRST-19;laminas_seguridad;;NO DECLARA;SIN VENCIMIENTO;Thu Dec 31;si;"VENTA E INSTALACIÓN DE CRISTALES | AUTOMOTRICES Y MAQUINARIAS PESADA | CERTIFICADO DE LAMINA DE SEGURIDAD"
VRST-19;mantencion;;NO DECLARA;SIN VENCIMIENTO;Fri Dec 31;si;"Coquimbo, 30 enero 2026 | CERTIFICADO DE MANTENCIÓN | Por medio del presente documento se certifica que el equipo que a continuación se"
VRST-19;permiso_circulacion;SI;DECLARA;2027-03-31;Wed Mar 31;NO;"LA HIGUERA 2026 MUNICIPALIDAD DE LA AÑO VALIDO HASTA PLACA UNICA → 31/03/2027 VR-ST19-0"
VRST-19;seguro_rc;;NO DECLARA;SIN VENCIMIENTO;Sun Aug 27;si;"PÓLIZA | Ramo : VEHICULOS COMERCIALES Esta entidad aseguradora, en consideración a la | Propuesta presentada por el asegurado, y a las : 8783718-1 Póliza N°"
